plate	well	cell.line	drug1	drug1.conc	dip_rate	dip_fit_std_err
HTS001_BR1-2	O4	BR1	panobinostat	9.92125e-08	-0.0160813121620925	0.00173495207591462
HTS001_BR1-2	O5	BR1	panobinostat	2.48e-08	0.0245652829102913	0.000319933353921968
HTS001_BR1-2	O6	BR1	panobinostat	6.20125e-09	0.0121774534054802	0.000531863074472404
HTS001_BR1-2	O7	BR1	panobinostat	1.55e-09	0.0180935206080363	0.000697160033486594
HTS001_BR1-2	O8	BR1	panobinostat	3.72e-10	0.021096517037202	0.000902131012722239
HTS001_BR1-2	O9	BR1	panobinostat	1.246e-10	0.0234948401292212	0.000970443602163174
HTS001_BR1-2	O10	BR1	panobinostat	3.0525e-11	0.0212506909124812	0.000814461526991989
HTS001_BR1-2	O11	BR1	panobinostat	7.47625e-12	0.0222865340788242	0.00066782353280703
HTS001_BR1-2	O12	BR1	panobinostat	1.86875e-12	0.0248605774325842	0.000869101004959022
HTS001_BR1-2	O13	BR1	bortezomib	3.96875e-06	-0.0129950771629413	0.00137290223575737
HTS001_BR1-2	O14	BR1	bortezomib	9.92125e-07	-0.0099521361879604	0.00111257004077343
HTS001_BR1-2	O15	BR1	bortezomib	2.48e-07	-0.0133262412473144	0.00157164915038475
HTS001_BR1-2	O16	BR1	bortezomib	6.20125e-08	-0.0123799892400999	0.000972943715823955
HTS001_BR1-2	O17	BR1	bortezomib	1.55e-08	0.00519549870774028	0.000693610981161046
HTS001_BR1-2	O18	BR1	bortezomib	3.72e-09	0.0263723852303087	0.000832976159877031
HTS001_BR1-2	O19	BR1	bortezomib	1.246e-09	0.0310507669996076	0.000856242950381034
HTS001_BR1-2	O20	BR1	bortezomib	3.0525e-10	0.0278931152586032	0.00108348225791244
HTS001_BR1-2	O21	BR1	bortezomib	7.47625e-11	0.0257709777301242	0.000945729134718707
HTS001_BR1-2	O22	BR1	bortezomib	1.86875e-11	0.0291444481621186	0.00083404543746786
HTS001_BR1-2	O23	BR1			0.0297510343334752	0.00115304987716763
HTS001_DS3-2	B2	DS3			0.0337248501360632	0.000648469270045163
HTS001_DS3-2	B3	DS3	erlotinib	3.96875e-06	-0.00540045522287665	0.000473498274814947
HTS001_DS3-2	B4	DS3	erlotinib	9.92125e-07	-0.00350936188188724	0.000791517351551292
HTS001_DS3-2	B5	DS3	erlotinib	2.48e-07	-0.00510716066057896	0.00125799119544692
HTS001_DS3-2	B6	DS3	erlotinib	6.20125e-08	-0.00318734668254481	0.000621735507077798
HTS001_DS3-2	B7	DS3	erlotinib	1.55e-08	0.00720023072448158	0.000678417483628545
HTS001_DS3-2	B8	DS3	erlotinib	3.72e-09	0.0280887490325038	0.00050360650170273
HTS001_DS3-2	B9	DS3	erlotinib	1.246e-09	0.0282612545322977	0.000512963642449499
HTS001_DS3-2	B10	DS3	erlotinib	3.0525e-10	0.0239679130048906	0.000554272700407635
HTS001_DS3-2	B11	DS3	erlotinib	7.47625e-11	0.0312610173650777	0.000489964541859009
HTS001_DS3-2	B12	DS3	erlotinib	1.86875e-11	0.0368524512258499	0.000515003893479783
HTS001_DS3-2	B13	DS3	gefitinib	3.96875e-06	-0.00428468972595875	0.000904383552522585
HTS001_DS3-2	B14	DS3	gefitinib	9.92125e-07	-0.00365183052512454	0.000529778940246837
HTS001_DS3-2	B15	DS3	gefitinib	2.48e-07	-0.0044947309298301	0.000484155691327214
HTS001_DS3-2	B16	DS3	gefitinib	6.20125e-08	-0.00486022251553073	0.000557802461243249
HTS001_DS3-2	B17	DS3	gefitinib	1.55e-08	0.00635937905665802	0.000819440931382244
HTS001_DS3-2	B18	DS3	gefitinib	3.72e-09	0.0242038039554279	0.000587154415515219
HTS001_DS3-2	B19	DS3	gefitinib	1.246e-09	0.0254057169833157	0.000498444245511588
HTS001_DS3-2	B20	DS3	gefitinib	3.0525e-10	0.0205050987569531	0.000745893909726317
HTS001_DS3-2	B21	DS3	gefitinib	7.47625e-11	0.0288898888954387	0.000606683502735184
HTS001_DS3-2	B22	DS3	gefitinib	1.86875e-11	0.0270848154491928	0.000580248642561219
HTS001_DS3-2	B23	DS3			0.0343063095148484	0.000703409471723696
HTS001_DS3-2	C2	DS3			0.033125949506715	0.000444771916363709
HTS001_DS3-2	C3	DS3	osimertinib	3.96875e-06	-0.00264744677656456	0.000514902501620248
HTS001_DS3-2	C4	DS3	osimertinib	9.92125e-07	-0.00383303016781981	0.000850164637820216
HTS001_DS3-2	C5	DS3	osimertinib	2.48e-07	-0.00447818038014233	0.000659676166642234
HTS001_DS3-2	C6	DS3	osimertinib	6.20125e-08	-0.00321433197905586	0.000605089934624807
HTS001_DS3-2	C7	DS3	osimertinib	1.55e-08	-0.00796846804916907	0.00157876939563977
HTS001_DS3-2	C8	DS3	osimertinib	3.72e-09	0.0194862226441866	0.000398264360563566
HTS001_DS3-2	C9	DS3	osimertinib	1.246e-09	0.0274722356804447	0.000485681154750993
HTS001_DS3-2	C10	DS3	osimertinib	3.0525e-10	0.0240514343264625	0.000596918173489889
HTS001_DS3-2	C11	DS3	osimertinib	7.47625e-11	0.0353615494166924	0.000596985306428664
HTS001_DS3-2	C12	DS3	osimertinib	1.86875e-11	0.0279153741028008	0.000618959290879263
HTS001_DS3-2	C13	DS3	rociletinib	3.96875e-06	0.0081473748482075	0.00372465819115602
HTS001_DS3-2	C14	DS3	rociletinib	9.92125e-07	-0.00373540785311384	0.000848513197719913
HTS001_DS3-2	C15	DS3	rociletinib	2.48e-07	-0.00347860472979806	0.000726696652843076
HTS001_DS3-2	C16	DS3	rociletinib	6.20125e-08	0.0192746730770129	0.000770449721696461
HTS001_DS3-2	C17	DS3	rociletinib	1.55e-08	0.0302639065264245	0.000696018581132567
HTS001_DS3-2	C18	DS3	rociletinib	3.72e-09	0.0314919610284729	0.000687328041053112
HTS001_DS3-2	C19	DS3	rociletinib	1.246e-09	0.0326592031860831	0.000384986237319356
HTS001_DS3-2	C20	DS3	rociletinib	3.0525e-10	0.0273583180341972	0.000685199021813519
HTS001_DS3-2	C21	DS3	rociletinib	7.47625e-11	0.0351599691260906	0.000694086057698774
HTS001_DS3-2	C22	DS3	rociletinib	1.86875e-11	0.0327559742318384	0.000687509891783225
HTS001_DS3-2	C23	DS3			0.0346498511753084	0.000744398319567034
HTS001_DS3-2	D2	DS3			0.0366793293130376	0.000590961192306731
HTS001_DS3-2	D3	DS3	lapatinib	3.96875e-06	0.0106732410297063	0.00108415180929345
HTS001_DS3-2	D4	DS3	lapatinib	9.92125e-07	0.00896819721520824	0.00116715621084844
HTS001_DS3-2	D5	DS3	lapatinib	2.48e-07	0.0281913175720182	0.000656515747087044
HTS001_DS3-2	D6	DS3	lapatinib	6.20125e-08	0.0382768947215049	0.000278027076764061
HTS001_DS3-2	D7	DS3	lapatinib	1.55e-08	0.0334611492693867	0.000471224561053932
HTS001_DS3-2	D8	DS3	lapatinib	3.72e-09	0.0359377261642823	0.000499859333703489
HTS001_DS3-2	D9	DS3	lapatinib	1.246e-09	0.0318440324502481	0.000436832692222635
HTS001_DS3-2	D10	DS3	lapatinib	3.0525e-10	0.0303428902320331	0.000475531871625528
HTS001_DS3-2	D11	DS3	lapatinib	7.47625e-11	0.0313353168977853	0.000561593032614057
HTS001_DS3-2	D12	DS3	lapatinib	1.86875e-11	0.0319429433715691	0.000366600452934934
HTS001_DS3-2	D13	DS3	afatinib	3.96875e-06	-0.00431361171449137	0.000621100633696208
HTS001_DS3-2	D14	DS3	afatinib	9.92125e-07	-0.00466784787454336	0.000528544483378522
HTS001_DS3-2	D15	DS3	afatinib	2.48e-07	-0.006137999391571	0.000817823902997137
HTS001_DS3-2	D16	DS3	afatinib	6.20125e-08	-0.00343207148589837	0.00072859538643048
HTS001_DS3-2	D17	DS3	afatinib	1.55e-08	-0.0118566195162448	0.00171477481115635
HTS001_DS3-2	D18	DS3	afatinib	3.72e-09	-0.00562722961299629	0.000795345954796717
HTS001_DS3-2	D19	DS3	afatinib	1.246e-09	-0.00459382148676696	0.00105348425795015
HTS001_DS3-2	D20	DS3	afatinib	3.0525e-10	-0.00503286200300932	0.000845297295532726
HTS001_DS3-2	D21	DS3	afatinib	7.47625e-11	0.0046634316804448	0.000825924057829018
HTS001_DS3-2	D22	DS3	afatinib	1.86875e-11	0.0239997369738726	0.000627848259403567
HTS001_DS3-2	D23	DS3			0.0316079429472102	0.00072488361730221
HTS001_DS3-2	E2	DS3			0.0342003820285217	0.000482827685278878
HTS001_DS3-2	E3	DS3	neratinib	3.96875e-06	-0.0020430136247523	0.000439571430295808
HTS001_DS3-2	E4	DS3	neratinib	9.92125e-07	-0.0034197245175453	0.00073875370520118
HTS001_DS3-2	E5	DS3	neratinib	2.48e-07	0.0100609693322049	0.000948630069407945
HTS001_DS3-2	E6	DS3	neratinib	6.20125e-08	0.0312068638689635	0.000362802884379287
HTS001_DS3-2	E7	DS3	neratinib	1.55e-08	0.0321109746730726	0.000394719852072799
HTS001_DS3-2	E8	DS3	neratinib	3.72e-09	0.0349538411852081	0.000595740338771814
HTS001_DS3-2	E9	DS3	neratinib	1.246e-09	0.0375024724497606	0.000426708025619626
HTS001_DS3-2	E10	DS3	neratinib	3.0525e-10	0.0353641146488073	0.000596201535406584
HTS001_DS3-2	E11	DS3	neratinib	7.47625e-11	0.0321906650244405	0.000396878808541763
HTS001_DS3-2	E12	DS3	neratinib	1.86875e-11	0.0335064881487689	0.000555364802745897
HTS001_DS3-2	E13	DS3	trametinib	3.96875e-07	-0.00595401188390116	0.00126526250747157
HTS001_DS3-2	E14	DS3	trametinib	9.92125e-08	0.0104065510844384	0.000943217908971797
HTS001_DS3-2	E15	DS3	trametinib	2.48e-08	0.0203178105548479	0.000842452543342391
HTS001_DS3-2	E16	DS3	trametinib	6.20125e-09	0.0281166435548164	0.000557014037051413
HTS001_DS3-2	E17	DS3	trametinib	1.55e-09	0.0345171200029154	0.00058050617656828
HTS001_DS3-2	E18	DS3	trametinib	3.72e-10	0.0304196148813076	0.000601423525403884
HTS001_DS3-2	E19	DS3	trametinib	1.246e-10	0.0314371991509231	0.000629452975030895
HTS001_DS3-2	E20	DS3	trametinib	3.0525e-11	0.0300591014314658	0.000544841290026167
HTS001_DS3-2	E21	DS3	trametinib	7.47625e-12	0.0344609186277956	0.000545034431208023
HTS001_DS3-2	E22	DS3	trametinib	1.86875e-12	0.032078000276188	0.000527207365057772
HTS001_DS3-2	E23	DS3			0.0335204107727869	0.000849467153535772
HTS001_DS3-2	F2	DS3			0.0336410186777726	0.000674901856779764
HTS001_DS3-2	F3	DS3	seliciclib	3.96875e-06	0.0372570103380584	0.000544493473709719
HTS001_DS3-2	F4	DS3	seliciclib	9.92125e-07	0.0351837494589133	0.000563563913146567
HTS001_DS3-2	F5	DS3	seliciclib	2.48e-07	0.0369177804330002	0.000460011283915516
HTS001_DS3-2	F6	DS3	seliciclib	6.20125e-08	0.0384874422182119	0.000530368200814636
HTS001_DS3-2	F7	DS3	seliciclib	1.55e-08	0.0336653200029522	0.000551186937616222
HTS001_DS3-2	F8	DS3	seliciclib	3.72e-09	0.0329056173831968	0.000375463602824982
HTS001_DS3-2	F9	DS3	seliciclib	1.246e-09	0.0321141588793604	0.000502170537137762
HTS001_DS3-2	F10	DS3	seliciclib	3.0525e-10	0.0327600367692149	0.000568312706490773
HTS001_DS3-2	F11	DS3	seliciclib	7.47625e-11	0.031509900369326	0.000626012489244292
HTS001_DS3-2	F12	DS3	seliciclib	1.86875e-11	0.019580197362564	0.00148181990754701
HTS001_DS3-2	F13	DS3	dactolisib	3.96875e-06	0.00360102826013996	0.000388690504572289
HTS001_DS3-2	F14	DS3	dactolisib	9.92125e-07	0.00936431046093155	0.000548462202310836
HTS001_DS3-2	F15	DS3	dactolisib	2.48e-07	0.0222751232012219	0.000648048689259314
HTS001_DS3-2	F16	DS3	dactolisib	6.20125e-08	0.0254324585729391	0.000441945647592431
HTS001_DS3-2	F17	DS3	dactolisib	1.55e-08	0.026636338919371	0.000460215861324616
HTS001_DS3-2	F18	DS3	dactolisib	3.72e-09	0.0302239395111489	0.000530310291713813
HTS001_DS3-2	F19	DS3	dactolisib	1.246e-09	0.0307890994439614	0.000441624592884957
HTS001_DS3-2	F20	DS3	dactolisib	3.0525e-10	0.0300596262411996	0.000610484209364927
HTS001_DS3-2	F21	DS3	dactolisib	7.47625e-11	0.0357396404822186	0.000567582560641597
HTS001_DS3-2	F22	DS3	dactolisib	1.86875e-11	0.0357042701874403	0.000659147612021887
HTS001_DS3-2	F23	DS3			0.0334407743513194	0.000599733075416496
HTS001_DS3-2	G2	DS3			0.0331542319332934	0.000432837374045731
HTS001_DS3-2	G3	DS3	temsirolimus	1.984375e-06	0.0204528387387854	0.000440301346371229
HTS001_DS3-2	G4	DS3	temsirolimus	4.960625e-07	0.0192463440116715	0.000356809812557655
HTS001_DS3-2	G5	DS3	temsirolimus	1.24e-07	0.020271361020082	0.000387869262885045
HTS001_DS3-2	G6	DS3	temsirolimus	3.100625e-08	0.0176912372578536	0.000603282172037831
HTS001_DS3-2	G7	DS3	temsirolimus	7.75e-09	0.0228315823191984	0.000700647693744103
HTS001_DS3-2	G8	DS3	temsirolimus	1.86e-09	0.0259882043858866	0.000505590671857348
HTS001_DS3-2	G9	DS3	temsirolimus	6.23e-10	0.0282381994822907	0.000675479949347218
HTS001_DS3-2	G10	DS3	temsirolimus	1.52625e-10	0.0235366158728831	0.000676976201639094
HTS001_DS3-2	G11	DS3	temsirolimus	3.738125e-11	0.03019409315574	0.000475371432780856
HTS001_DS3-2	G12	DS3	temsirolimus	9.34375e-12	0.0279177758217817	0.000680153284447574
HTS001_DS3-2	G13	DS3	paclitaxel	3.96875e-06	0.00762201235104279	0.00197145330079525
HTS001_DS3-2	G14	DS3	paclitaxel	9.92125e-07	-0.00618816884090671	0.00119932220863109
HTS001_DS3-2	G15	DS3	paclitaxel	2.48e-07	-0.00423332811548323	0.000775265192118082
HTS001_DS3-2	G16	DS3	paclitaxel	6.20125e-08	0.0286156765046722	0.000399738530754869
HTS001_DS3-2	G17	DS3	paclitaxel	1.55e-08	-0.00638344363667844	0.00106353126118369
HTS001_DS3-2	G18	DS3	paclitaxel	3.72e-09	0.00371444096389577	0.000661004275149106
HTS001_DS3-2	G19	DS3	paclitaxel	1.246e-09	0.0207674340671678	0.000401880601826077
HTS001_DS3-2	G20	DS3	paclitaxel	3.0525e-10	0.0115899692379757	0.000574993252782414
HTS001_DS3-2	G21	DS3	paclitaxel	7.47625e-11	0.0283214143096416	0.000487304998455708
HTS001_DS3-2	G22	DS3	paclitaxel	1.86875e-11	0.0287269638610006	0.000450858730251615
HTS001_DS3-2	G23	DS3			0.0313517804074834	0.000726518037527657
HTS001_DS3-2	H2	DS3			0.0359237033634464	0.000562755524702934
HTS001_DS3-2	H3	DS3	panobinostat	3.96875e-07	-0.010241892614331	0.00101765810980878
HTS001_DS3-2	H4	DS3	panobinostat	9.92125e-08	-0.0131307919023969	0.00111029266823584
HTS001_DS3-2	H5	DS3	panobinostat	2.48e-08	-0.00554125925233146	0.000812905463364369
HTS001_DS3-2	H6	DS3	panobinostat	6.20125e-09	0.0174934501660611	0.000475488063787687
HTS001_DS3-2	H7	DS3	panobinostat	1.55e-09	0.0252327266935901	0.000518561498645961
HTS001_DS3-2	H8	DS3	panobinostat	3.72e-10	0.0346498199289465	0.000497595087331995
HTS001_DS3-2	H9	DS3	panobinostat	1.246e-10	0.0340478629687698	0.000436532050620395
HTS001_DS3-2	H10	DS3	panobinostat	3.0525e-11	0.0324738861446958	0.000421731061921606
HTS001_DS3-2	H11	DS3	panobinostat	7.47625e-12	0.0306822892393065	0.00050038466836807
HTS001_DS3-2	H12	DS3	panobinostat	1.86875e-12	0.0331224078658329	0.000410211323538783
HTS001_DS3-2	H13	DS3	bortezomib	3.96875e-06	-0.00387554862792088	0.000569109807231448
HTS001_DS3-2	H14	DS3	bortezomib	9.92125e-07	-0.00679091762535649	0.000810063964591553
HTS001_DS3-2	H15	DS3	bortezomib	2.48e-07	0.00425605831437533	0.0011888775887182
HTS001_DS3-2	H16	DS3	bortezomib	6.20125e-08	-0.0112388924553933	0.00107528791445479
HTS001_DS3-2	H17	DS3	bortezomib	1.55e-08	0.00590835061024088	0.000489659641994871
HTS001_DS3-2	H18	DS3	bortezomib	3.72e-09	0.0321550230591666	0.000259577256361138
HTS001_DS3-2	H19	DS3	bortezomib	1.246e-09	0.0316147689781409	0.000501032341457085
HTS001_DS3-2	H20	DS3	bortezomib	3.0525e-10	0.0311715294674343	0.000512359542157134
HTS001_DS3-2	H21	DS3	bortezomib	7.47625e-11	0.0299451970408622	0.000606305485639207
HTS001_DS3-2	H22	DS3	bortezomib	1.86875e-11	0.0313577701031534	0.000594363193536833
HTS001_DS3-2	H23	DS3			0.0313163518107911	0.000577375228527627
HTS001_DS3-2	I2	DS3			0.0338195362533765	0.000591140139563797
HTS001_DS3-2	I3	DS3	erlotinib	3.96875e-06	-0.00468731730739557	0.000850837824994807
HTS001_DS3-2	I4	DS3	erlotinib	9.92125e-07	-0.00356078254661179	0.000475001253669835
HTS001_DS3-2	I5	DS3	erlotinib	2.48e-07	-0.0039027042632084	0.000875347882607735
HTS001_DS3-2	I6	DS3	erlotinib	6.20125e-08	-0.00490560370527313	0.000782416550911198
HTS001_DS3-2	I7	DS3	erlotinib	1.55e-08	0.00872979976682311	0.000599235379857764
HTS001_DS3-2	I8	DS3	erlotinib	3.72e-09	0.0303023268206984	0.000625317203083539
HTS001_DS3-2	I9	DS3	erlotinib	1.246e-09	0.0302850999714354	0.000518639598135629
HTS001_DS3-2	I10	DS3	erlotinib	3.0525e-10	0.0305517824309697	0.000301692355929274
HTS001_DS3-2	I11	DS3	erlotinib	7.47625e-11	0.0341109239920393	0.00053543453371897
HTS001_DS3-2	I12	DS3	erlotinib	1.86875e-11	0.0357462119748434	0.000547328971210463
HTS001_DS3-2	I13	DS3	gefitinib	3.96875e-06	0.00415308959160821	0.000725614603957202
HTS001_DS3-2	I14	DS3	gefitinib	9.92125e-07	-0.00390295249738337	0.000752228239948979
HTS001_DS3-2	I15	DS3	gefitinib	2.48e-07	-0.00479001780250764	0.000783628720909773
HTS001_DS3-2	I16	DS3	gefitinib	6.20125e-08	-0.00379727110619305	0.000345250324785425
HTS001_DS3-2	I17	DS3	gefitinib	1.55e-08	0.00145638644906805	0.000275034404703482
HTS001_DS3-2	I18	DS3	gefitinib	3.72e-09	0.0216991123426114	0.000629022095946242
HTS001_DS3-2	I19	DS3	gefitinib	1.246e-09	0.0266982391421068	0.000578847047673481
HTS001_DS3-2	I20	DS3	gefitinib	3.0525e-10	0.0266341263121345	0.00064896955861966
HTS001_DS3-2	I21	DS3	gefitinib	7.47625e-11	0.0283223210207724	0.000555875328524197
HTS001_DS3-2	I22	DS3	gefitinib	1.86875e-11	0.033129285944982	0.000523867201223196
HTS001_DS3-2	I23	DS3			0.0349658101902048	0.000452752029354273
HTS001_DS3-2	J2	DS3			0.035100896592639	0.000592405773110247
HTS001_DS3-2	J3	DS3	osimertinib	3.96875e-06	-0.0064286150415027	0.000664290926183702
HTS001_DS3-2	J4	DS3	osimertinib	9.92125e-07	0.00789449320911816	0.0014030722157556
HTS001_DS3-2	J5	DS3	osimertinib	2.48e-07	-0.00287880658752272	0.000631134037191502
HTS001_DS3-2	J6	DS3	osimertinib	6.20125e-08	-0.00380262592341089	0.000396303844585352
HTS001_DS3-2	J7	DS3	osimertinib	1.55e-08	0.0032852218268539	0.000619725236187564
HTS001_DS3-2	J8	DS3	osimertinib	3.72e-09	0.0219351174365065	0.00057804978418064
HTS001_DS3-2	J9	DS3	osimertinib	1.246e-09	0.031661774661615	0.00053972110572422
HTS001_DS3-2	J10	DS3	osimertinib	3.0525e-10	0.0301289789225158	0.000400823042326786
HTS001_DS3-2	J11	DS3	osimertinib	7.47625e-11	0.0331504958285697	0.000618912174106621
HTS001_DS3-2	J12	DS3	osimertinib	1.86875e-11	0.0316928733580667	0.000575953947901775
HTS001_DS3-2	J13	DS3	rociletinib	3.96875e-06	-0.005337772631784	0.000572324259326491
HTS001_DS3-2	J14	DS3	rociletinib	9.92125e-07	-0.00206371721334534	0.00040280941628334
HTS001_DS3-2	J15	DS3	rociletinib	2.48e-07	0.00428522857030206	0.000821826859852592
HTS001_DS3-2	J16	DS3	rociletinib	6.20125e-08	0.0147588180084162	0.000458869957490311
HTS001_DS3-2	J17	DS3	rociletinib	1.55e-08	0.0226254462528352	0.000515634534043959
HTS001_DS3-2	J18	DS3	rociletinib	3.72e-09	0.0317482850388979	0.00049342707692998
HTS001_DS3-2	J19	DS3	rociletinib	1.246e-09	0.0308958715415258	0.000452505727306444
HTS001_DS3-2	J20	DS3	rociletinib	3.0525e-10	0.0312118582356896	0.000501739423118752
HTS001_DS3-2	J21	DS3	rociletinib	7.47625e-11	0.0319830458388369	0.000565865258250326
HTS001_DS3-2	J22	DS3	rociletinib	1.86875e-11	0.0349588112771268	0.00053638086269817
HTS001_DS3-2	J23	DS3			0.0365651569992669	0.000704433404109475
HTS001_DS3-2	K2	DS3			0.030344413286802	0.00054578906234129
HTS001_DS3-2	K3	DS3	lapatinib	3.96875e-06	0.0071661241427363	0.0010759673101154
HTS001_DS3-2	K4	DS3	lapatinib	9.92125e-07	0.0120088739882371	0.000833834184088077
HTS001_DS3-2	K5	DS3	lapatinib	2.48e-07	0.030926562828214	0.000550535200602854
HTS001_DS3-2	K6	DS3	lapatinib	6.20125e-08	0.0358266654659142	0.000480240999251599
HTS001_DS3-2	K7	DS3	lapatinib	1.55e-08	0.0303981850408261	0.000383230619369249
HTS001_DS3-2	K8	DS3	lapatinib	3.72e-09	0.0351188663173313	0.000513853385437246
HTS001_DS3-2	K9	DS3	lapatinib	1.246e-09	0.0362198682820959	0.000444314337694423
HTS001_DS3-2	K10	DS3	lapatinib	3.0525e-10	0.02839504830074	0.000552948004199537
HTS001_DS3-2	K11	DS3	lapatinib	7.47625e-11	0.0339500441708974	0.000371193236866759
HTS001_DS3-2	K12	DS3	lapatinib	1.86875e-11	0.0322467973942907	0.000525986534864446
HTS001_DS3-2	K13	DS3	afatinib	3.96875e-06	-0.00346499236992498	0.000712079653822148
HTS001_DS3-2	K14	DS3	afatinib	9.92125e-07	-0.00776913147503332	0.00117987710494161
HTS001_DS3-2	K15	DS3	afatinib	2.48e-07	-0.00427509930815416	0.000905321653313522
HTS001_DS3-2	K16	DS3	afatinib	6.20125e-08	-0.00508615441867265	0.000653693851378418
HTS001_DS3-2	K17	DS3	afatinib	1.55e-08	-0.00577466521133242	0.000430045557372324
HTS001_DS3-2	K18	DS3	afatinib	3.72e-09	-0.00593636382836025	0.00101327817660844
HTS001_DS3-2	K19	DS3	afatinib	1.246e-09	0.0105811469582687	0.00162204311818876
HTS001_DS3-2	K20	DS3	afatinib	3.0525e-10	0.0072881544661698	0.00128373921008818
HTS001_DS3-2	K21	DS3	afatinib	7.47625e-11	0.0055656345019202	0.000661680662938251
HTS001_DS3-2	K22	DS3	afatinib	1.86875e-11	0.0226282343074622	0.000714356787283894
HTS001_DS3-2	K23	DS3			0.0348953644075721	0.000585879136035952
HTS001_DS3-2	L2	DS3			0.0387083866529707	0.000858611897128569
HTS001_DS3-2	L3	DS3	neratinib	3.96875e-06	-0.00608215324620544	0.000621599857262664
HTS001_DS3-2	L4	DS3	neratinib	9.92125e-07	-0.00432847890114369	0.000605099310245788
HTS001_DS3-2	L5	DS3	neratinib	2.48e-07	0.0085338802925719	0.000868876120007128
HTS001_DS3-2	L6	DS3	neratinib	6.20125e-08	0.0268177408234322	0.000578007227495257
HTS001_DS3-2	L7	DS3	neratinib	1.55e-08	0.032325894443761	0.000397460461991302
HTS001_DS3-2	L8	DS3	neratinib	3.72e-09	0.0334534355871739	0.000514290140935977
HTS001_DS3-2	L9	DS3	neratinib	1.246e-09	0.0306723782645233	0.00045576153391203
HTS001_DS3-2	L10	DS3	neratinib	3.0525e-10	0.0344802101327915	0.000392971541025385
HTS001_DS3-2	L11	DS3	neratinib	7.47625e-11	0.0309684465141263	0.000457038911204036
HTS001_DS3-2	L12	DS3	neratinib	1.86875e-11	0.0300872410756018	0.0005784819675556
HTS001_DS3-2	L13	DS3	trametinib	3.96875e-07	0.00545242928656147	0.000972265155296633
HTS001_DS3-2	L14	DS3	trametinib	9.92125e-08	0.0111905553395111	0.00138223678100646
HTS001_DS3-2	L15	DS3	trametinib	2.48e-08	0.0247748668436905	0.000634213952952139
HTS001_DS3-2	L16	DS3	trametinib	6.20125e-09	0.026452954681746	0.000577060298585517
HTS001_DS3-2	L17	DS3	trametinib	1.55e-09	0.0306959273530049	0.000638558900053909
HTS001_DS3-2	L18	DS3	trametinib	3.72e-10	0.0327587249438782	0.000590994998702083
HTS001_DS3-2	L19	DS3	trametinib	1.246e-10	0.0322771833133911	0.000378771403789841
HTS001_DS3-2	L20	DS3	trametinib	3.0525e-11	0.0321296373397618	0.00056170093353858
HTS001_DS3-2	L21	DS3	trametinib	7.47625e-12	0.0310470652389792	0.000348155240928505
HTS001_DS3-2	L22	DS3	trametinib	1.86875e-12	0.0271913147468887	0.000497984912678925
HTS001_DS3-2	L23	DS3			0.035210392130214	0.000661193885647133
HTS001_DS3-2	M2	DS3			0.0343978153384869	0.000560160750654345
HTS001_DS3-2	M3	DS3	seliciclib	3.96875e-06	0.0335920288762252	0.000511927150848779
HTS001_DS3-2	M4	DS3	seliciclib	9.92125e-07	0.033807751385747	0.000616681768662053
HTS001_DS3-2	M5	DS3	seliciclib	2.48e-07	0.0364946600805314	0.000432208184166533
HTS001_DS3-2	M6	DS3	seliciclib	6.20125e-08	0.0315663218129922	0.000553707616469374
HTS001_DS3-2	M7	DS3	seliciclib	1.55e-08	0.0311824767747409	0.000702963089946571
HTS001_DS3-2	M8	DS3	seliciclib	3.72e-09	0.0315774533109148	0.000487015787606467
HTS001_DS3-2	M9	DS3	seliciclib	1.246e-09	0.0351302352279408	0.000522956172584471
HTS001_DS3-2	M10	DS3	seliciclib	3.0525e-10	0.0320748504663203	0.000646274414674947
HTS001_DS3-2	M11	DS3	seliciclib	7.47625e-11	0.029655441422794	0.000460350522470276
HTS001_DS3-2	M12	DS3	seliciclib	1.86875e-11	0.0358070098032079	0.000612791340049177
HTS001_DS3-2	M13	DS3	dactolisib	3.96875e-06	0.00521694531367227	0.000431486357944483
HTS001_DS3-2	M14	DS3	dactolisib	9.92125e-07	0.00910732917762699	0.000358593811061016
HTS001_DS3-2	M15	DS3	dactolisib	2.48e-07	0.0208763231327261	0.000729548135509134
HTS001_DS3-2	M16	DS3	dactolisib	6.20125e-08	0.0310021049841016	0.000531137255736231
HTS001_DS3-2	M17	DS3	dactolisib	1.55e-08	0.0301655724342344	0.000446302266953661
HTS001_DS3-2	M18	DS3	dactolisib	3.72e-09	0.0297801149025302	0.000332398951673638
HTS001_DS3-2	M19	DS3	dactolisib	1.246e-09	0.031765997834582	0.000478143513808741
HTS001_DS3-2	M20	DS3	dactolisib	3.0525e-10	0.0302112873221702	0.000658925377305635
HTS001_DS3-2	M21	DS3	dactolisib	7.47625e-11	0.03084589699671	0.000641388085119184
HTS001_DS3-2	M22	DS3	dactolisib	1.86875e-11	0.034145343082867	0.000599581180289986
HTS001_DS3-2	M23	DS3			0.0322590304652903	0.000588397115396802
HTS001_DS3-2	N2	DS3			0.0334830981382058	0.000584241408860206
HTS001_DS3-2	N3	DS3	temsirolimus	1.984375e-06	0.0181397903776162	0.000491691131081461
HTS001_DS3-2	N4	DS3	temsirolimus	4.960625e-07	0.0179662324113623	0.000400215139250493
HTS001_DS3-2	N5	DS3	temsirolimus	1.24e-07	0.0195572253421488	0.000497517728431486
